,Location,Name,Rooms,Guests,Pets,Wifi,Free_parking,Refrigerator,Kitchen,Smoke_alarm,Cooling,Heating,TV,Bed_lines,Washer,Super_host,Price,Review_count,Total_rate
91,San Antonio,Apartment in San Antonio,2,4,False,True,True,True,True,,True,True,True,True,True,True,281,68,4.84
92,San Antonio,Apartment in San Antonio,1,3,False,True,True,True,True,,True,True,True,True,True,False,386,2,4.5
93,San Antonio,Apartment in San Antonio,1,2,True,True,True,True,True,,True,True,True,True,True,True,297,152,4.82
94,San Antonio,Guesthouse in San Antonio,1,2,False,True,True,True,True,,True,True,True,True,True,False,198,15,4.73
95,San Antonio,Condo in San Antonio,2,4,False,True,True,True,True,,True,True,True,True,,True,340,19,4.89
96,San Antonio,Apartment in San Antonio,1,2,False,True,True,True,True,,True,True,True,True,True,True,339,104,4.93
97,Cibolo,Room in Cibolo,1,2,True,True,True,True,True,,True,True,True,True,True,False,139,91,4.92
98,Converse,Room in Converse,1,2,False,True,True,,,True,True,True,True,True,,False,136,11,5.0
99,San Antonio,Apartment in San Antonio,2,4,False,True,True,True,True,,True,True,True,True,,False,312,162,4.69
100,San Antonio,Apartment in San Antonio,2,4,False,True,True,True,True,,True,True,True,True,True,True,730,68,4.97
101,Converse,Place to stay in Converse,1,2,False,True,True,True,True,,True,True,True,True,True,True,123,38,5.0
102,San Antonio,Room in San Antonio,1,1,False,True,True,,True,True,True,,True,,,False,152,0,0.0
103,San Antonio,Apartment in San Antonio,1,3,False,True,True,True,True,,True,True,True,True,True,True,319,334,4.85
104,San Antonio,Tiny home in San Antonio,1,2,True,True,True,True,True,,True,True,True,True,,False,196,5,4.6
105,San Antonio,Apartment in San Antonio,1,4,False,True,True,True,True,,True,True,True,True,True,False,372,1,5.0
106,San Antonio,Apartment in San Antonio,1,2,False,True,True,True,True,,True,True,True,True,True,True,319,74,4.81
107,San Antonio,Room in San Antonio,1,1,False,True,True,True,True,True,True,True,,True,,False,148,29,4.66
108,San Antonio,Apartment in San Antonio,1,2,True,True,True,True,True,,True,True,True,True,True,True,297,152,4.82
109,San Antonio,Guesthouse in San Antonio,2,5,False,True,True,True,True,,True,True,True,True,,True,299,197,4.88
110,San Antonio,Apartment in San Antonio,1,3,False,True,True,True,True,,True,True,True,True,True,False,386,2,4.5
111,San Antonio,Apartment in San Antonio,2,4,False,True,True,True,True,,True,True,True,True,True,True,281,68,4.84
112,San Antonio,Apartment in San Antonio,1,2,False,True,True,True,True,,True,True,True,True,True,True,339,104,4.93
113,Converse,Place to stay in Converse,1,2,False,True,True,True,True,,True,True,True,True,True,True,123,38,5.0
114,San Antonio,Apartment in San Antonio,2,4,False,True,True,True,True,,True,True,True,True,True,True,730,68,4.97
115,San Antonio,Room in San Antonio,1,2,False,True,True,True,True,True,True,True,True,True,True,True,159,58,4.93
116,San Antonio,Room in San Antonio,1,1,False,True,True,,True,True,True,,True,,,False,152,0,0.0
117,San Antonio,Condo in San Antonio,2,4,False,True,True,True,True,,True,True,True,True,,True,340,19,4.89
118,San Antonio,Room in San Antonio,1,2,False,True,True,,True,True,True,True,True,True,,False,164,178,4.9
119,San Antonio,Room in San Antonio,1,1,False,True,True,True,True,True,True,True,,,True,True,154,224,4.88
120,San Antonio,Apartment in San Antonio,1,3,False,True,True,True,True,,True,True,True,True,True,True,319,334,4.85
121,Cibolo,Room in Cibolo,1,2,True,True,True,True,True,,True,True,True,True,True,False,139,91,4.92
122,San Antonio,Room in San Antonio,1,1,False,True,True,True,True,True,True,True,,True,,False,148,29,4.66
123,San Antonio,Apartment in San Antonio,1,3,False,True,True,True,True,,True,True,True,True,True,True,590,242,4.95
124,San Antonio,Apartment in San Antonio,1,2,False,True,True,True,True,,True,True,True,True,True,True,399,28,4.96
125,San Antonio,Apartment in San Antonio,1,2,False,True,True,True,True,,True,True,True,True,True,False,342,52,4.87
126,San Antonio,Apartment in San Antonio,1,2,True,True,True,True,True,,True,True,True,True,True,True,297,152,4.82
127,San Antonio,Guesthouse in San Antonio,2,5,False,True,True,True,True,,True,True,True,True,,True,299,197,4.88
128,San Antonio,Apartment in San Antonio,1,3,False,True,True,True,True,,True,True,True,True,True,False,386,2,4.5
129,San Antonio,Room in San Antonio,1,1,False,True,True,,True,True,True,,True,,,False,152,0,0.0
130,San Antonio,Apartment in San Antonio,2,4,False,True,True,True,True,,True,True,True,True,True,True,281,68,4.84
131,Converse,Place to stay in Converse,1,2,False,True,True,True,True,,True,True,True,True,True,True,123,38,5.0
132,San Antonio,Apartment in San Antonio,2,4,False,True,True,True,True,,True,True,True,True,True,True,730,68,4.97
133,San Antonio,Apartment in San Antonio,1,2,False,True,True,True,True,,True,True,True,True,True,True,339,104,4.93
134,San Antonio,Condo in San Antonio,2,4,False,True,True,True,True,,True,True,True,True,,True,340,19,4.89
135,San Antonio,Apartment in San Antonio,1,3,False,True,True,True,True,,True,True,True,True,True,True,319,334,4.85
136,San Antonio,Room in San Antonio,1,2,False,True,True,True,True,True,True,True,True,True,True,True,159,58,4.93
137,San Antonio,Apartment in San Antonio,2,4,False,True,True,,True,,True,True,True,True,True,True,364,1,5.0
